Dialogue,instrument,action,tissue,generated_feedback,alignment_score
"make sure you pull the stitch towards you, okay",[stitch],[pull],[NONE],Pull the stitch gently to maintain tension.,4
yeah continue here,[NONE],[continue],[NONE],Continue with the current procedure.,5
get a little bit up there,[NONE],[get up],[NONE],Adjust your position for optimal control.,3
grab there,[NONE],[grab],[NONE],Ensure the instrument is correctly positioned before grabbing.,3
nice,[NONE],[NONE],[anterior commissure],Focus on the anterior commissure for precise dissection.,2
you see the sac is retracting,[NONE],[NONE],[prostate],Focus on the prostate for precise dissection.,2
swipe that,[NONE],[swipe],[NONE],Clarify the target tissue for the swipe action.,3
"exactly, that's your plane, do you see it",[NONE],[NONE],[fossa],Focus on the fossa for precise dissection.,4
stop,[NONE],[stop],[NONE],Pause and reassess the situation.,4
you can grab the sack now,[graspers],[grab],[NONE],Use graspers to secure the tissue gently.,3
now give him the sack,[NONE],[give],[NONE],Clarify what needs to be given and to whom.,2
exactly,[NONE],[NONE],[mucosa],Focus on the mucosa for precise dissection.,3
go there,[NONE],[go],[inner mucosa],Proceed to the inner mucosa.,4
you can cut that,[NONE],[cut],[NONE],Specify the instrument and tissue before proceeding to cut.,2
you swipe there,[NONE],[swipe],[NONE],Clarify the target tissue for the swipe action.,3
yeah,[NONE],[NONE],[mucosa],Ensure mucosa is handled gently to prevent damage.,3
"no no no put it all in, cover it",[NONE],"[put, cover]",[NONE],Ensure proper coverage with available instruments.,3
first you go and anchor the pelvic bone,[NONE],"[go, anchor]",[NONE],Anchor securely before proceeding.,4
and then after that you spread the mesh,[spreader],[spread],[NONE],Use the spreader to gently open the area.,2
"put it inside the space, put it inside the peritineum",[NONE],"[put, put]",[NONE],Clarify your intended action and target tissue.,2
a few centimeters away from the hole,[NONE],[NONE],[bladder],Focus on the bladder for the next step.,2
bring it to your right,[NONE],[bring right],[NONE],Bring the right side into view.,4
exactly there,[NONE],[NONE],"[bladder, kidney]",Focus on the bladder and kidney for the next steps.,3
you go a liitle more,[NONE],[go more],[NONE],Proceed with caution and ensure clear visualization.,3
yup bipolar there,[bipolar],[NONE],[NONE],Select an action for the bipolar instrument.,3
"thats it, okay now close the peritineum",[NONE],[close],[peritoneum],Close the peritoneum carefully.,4
"let me see one second, bring the mesh down",[NONE],[bring down],[NONE],Clarify which instrument and tissue you intend to bring down.,3
"if you want you can put a suture there, i think itll be okay",[suture],[NONE],[NONE],Prepare the suture for the next step.,3
no you start in the angle right side,[NONE],"[start, start]",[NONE],Proceed with the next step when ready.,2
there and you can use the loop,[loop],[use],[NONE],Use the loop carefully on the intended tissue.,4
as you progress you can include the sac and bring the sac up,[NONE],"[include, bring up]","[sac, sac]",Bring up the sac.,4
you need to grab the peritineum down there,[NONE],[grab],[peritoneum],Use an instrument to grab the peritoneum.,5
you need to wrap more peritineum because its going to open up,[NONE],[wrap more],[peritoneum],Wrap more around the peritoneum.,4
"no not there, lets see the sac",[NONE],"[not there, see]",[NONE],Ensure all instruments and tissues are visible in the field.,2
"there thats where you are going to grab, do you see it?",[NONE],[grab],[NONE],Ensure the instrument is correctly positioned before grabbing.,4
get more tissue there,[NONE],[get more tissue],[NONE],Clarify the target tissue before proceeding.,3
"come to the right, be careful when you do that in one time",[NONE],"[come right, be careful]",[NONE],Come right carefully.,4
you can grab lower,[NONE],[grab lower],[NONE],Ensure secure grip before proceeding.,3
you need to bring the sac back up,[NONE],[bring back up],[NONE],Reposition the system to resume the procedure.,3
try to grab the end of the sac and bring the sac up,[graspers],"[grab, bring up]","[sac, sac]",Use the graspers to gently elevate the sac.,4
and before you close the hole see that it is extended correctly,[NONE],[see],[NONE],Ensure clear visualization of the surgical field.,2
your left hand is extended,[left hand],[NONE],[NONE],Position your left hand for optimal control.,3
grab sack,[NONE],[grab],[NONE],Ensure the instrument is correctly positioned before grabbing.,2
"and you can do before sliding, you can do a second pass",[NONE],"[do, do]",[NONE],Clarify your next action and target tissue.,2
try to cinch it now,[NONE],[cinch],[NONE],"Cinch carefully, ensuring secure tension without specific tissue guidance.",3
"you want to slide, it will cinch it, just slide",[NONE],[slide],[NONE],Ensure smooth and controlled sliding motion.,5
see it,[NONE],[see it],[NONE],Ensure clear visualization of the surgical field.,4
"doesn't need to be perfect, just grab it and bring it in",[graspers],"[grab, bring]",[NONE],Use the graspers to bring the tissue into view.,4
"if you want you can put that fat inside if you don't want to see it there, push it in, and that's it.",[NONE],"[put, push]",[NONE],Clarify the target and instrument for the action.,2
no its okay keep your left hand there,[left hand],[keep],[NONE],Maintain position with your left hand.,5
that's it you can grab that peritoneum and thats it on the left,"[graspers, left hand]",[grab],[peritoneum],Use the graspers to gently grab the peritoneum.,4
the peritoneum needs to cover the mesh,[NONE],[NONE],[peritoneum],Focus on the peritoneum.,3
"you can make a knot there, tie it and thats it","[stitches, sutures]","[make, tie]",[NONE],Tie the sutures securely.,4
keep it symmetrical to the other side also,[NONE],[keep],[NONE],Maintain current position.,3
"open the mucosa on the right side a little bit, up there",[NONE],[open],[mucosa],Open the mucosa carefully.,3
go along the contour,[NONE],[go along],[prostate contour],Go along the prostate contour carefully.,4
keep following the contour,[NONE],[keep following],[NONE],Continue following the current path.,4
"stay right on the adenoma, sweep those off",[NONE],"[stay, sweep]",[adenoma],Sweep the adenoma carefully.,4
stop this bleeder,[NONE],[stop],[vein],Stop manipulating the vein immediately.,3
buzz and sweep,[NONE],"[buzz, sweep]",[NONE],Buzz and sweep with precision.,4
"you see this is pulling up the posterior stuff, go back in",[NONE],[go back],[NONE],Retrace your steps carefully.,4
"sweep this down, sweep this down",[NONE],[sweep down],[NONE],Ensure controlled movement while sweeping down.,4
"stay closer, up up near the adenoma",[NONE],[stay closer],[adenoma],Stay closer to the adenoma for better precision.,5
pull,[NONE],[pull],[NONE],Ensure controlled movement while pulling.,4
can you hold closer to the stitch with your fourth arm?,"[stitch, fourth arm]",[hold closer],[NONE],Hold the stitch closer with the fourth arm.,5
push it up against the wall,[NONE],[push],[NONE],Ensure the push is controlled and precise.,3
do you need another stitch?,[stitch],[NONE],[NONE],Prepare to use the stitch instrument when needed.,3
start it from the bottom,[NONE],[start],[NONE],Initiate the procedure when ready.,3
don't do that again,[NONE],[don't do],[NONE],Proceed with caution and maintain situational awareness.,1
"i cant help you, your camera's in the way",[camera],[NONE],[NONE],Adjust the camera for optimal visualization.,1
what did you get? show me,[NONE],[show],[NONE],Clarify what you want to show.,3
how many of these bladders have you closed?,[NONE],[NONE],[bladder],Focus on the bladder for the next step.,2
lock it,[NONE],[lock],[NONE],Ensure all instruments are secure before proceeding.,4
alright keep going,[NONE],[keep going],[NONE],Continue with the current procedure.,5
you travelled more than the first stitch,[stitch],[NONE],[NONE],Ensure the stitch is ready for the next step.,2
stop pulling with your left hand or you'll break the stitch,"[left hand, stitch]",[stop pulling],[NONE],Stop pulling with the left hand.,4
pull tight,[NONE],[pull tight],[NONE],Ensure tension is appropriate and avoid excessive force.,3
pull tight,[NONE],[pull tight],[NONE],Ensure tension is appropriate for the current step.,3
stop,[NONE],[stop],[NONE],Pause and reassess the situation.,4
you're going to break the small one,[NONE],[break],[NONE],Clarify the action and ensure all instruments are functioning properly.,2
wheres your fourth arm,[4th arm],[NONE],[NONE],Position the 4th arm for optimal access.,3
"no, you can be right there that's fine, but when you see a structure, you'll give yourself a few minutes more of console time if you call out the structure as you see them, if you don't say anything, I assume you have no idea what it is",[NONE],[call out],[NONE],Call out your next move clearly.,4
"find your urether, stay in that space, find the ureter, you're on the artery so you're fine",[NONE],"[find, stay, find]","[urether, ureter, artery]",Focus on identifying the ureter and artery.,3
guess where the ureter is?,[NONE],[NONE],[ureter],Focus on the ureter. Ensure clear visualization and avoid unnecessary manipulation.,3
"it's really high up actually, you see that? you see the artery? I don't know if you need to go that far down, so stick it down to here",[NONE],[stick down],[artery],Apply gentle pressure to control the artery.,2
"don't grab, you got to grab a little bit away from the ureter, man, I don't trust you that much",[graspers],"[don't grab, grab a little bit away]",[ureter],Adjust your graspers to grab a little bit away from the ureter.,3
"mhm, keep going",[NONE],[keep going],[NONE],Continue with the current procedure.,5
"so stay on... yeah, you can take that, that's fine",[NONE],"[stay, take]",[NONE],Maintain your current position.,4
more retraction on that left hand,[left hand],[retract more],[NONE],Retract more with your left hand for better exposure.,5
"you can see where it's a little thinner, that's where you should go",[NONE],[go],[NONE],Proceed with caution and maintain awareness of the surgical field.,3
so better retraction with the left hand,[left hand],[retract better],[NONE],Retract more effectively with your left hand.,5
"see you're doing it again, just open it up",[NONE],[open],[NONE],"Open carefully, ensuring clear visualization of the surgical field.",3
"and push medially, exactly like you're doing, and you can be a little more aggressive there, you can see your bone, right? and you can push medially, there's nothing there, okay?",[NONE],"[push medially, be more aggressive, push medially]",[NONE],Be more aggressive with the medial push.,5
"this is all blunt dissection, don't cut it, I don't want to be here all day",[NONE],[don't cut],[NONE],Avoid cutting any tissue.,4
"okay, so next step... so that space is open enough, now separate... so what you do here, tell me what you're going to do here",[NONE],"[separate, tell]",[NONE],Clarify the separation details before proceeding.,3
