Dialogue,instrument,action,tissue,iat_triplet,label_prompt,generated_feedback
stay right on the adenoma as you go around,[NONE],"[stay right, go around]",[NONE],"('[NONE]', '[stay right, go around]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [stay right, go around], tissue: [NONE]

Feedback:
",Maintain your position and navigate around carefully.
get those bands away from the prostate,[NONE],[get away],[prostate],"('[NONE]', '[get away]', '[prostate]')","IAT Triplet:
instrument: [NONE], action: [get away], tissue: [prostate]

Feedback:
",Get away from the prostate.
"some pumper right here, you can see the pumping going on under the sucker, right here on the side wall... side wall",[sucker],[NONE],"[vein, lateral structure]","('[sucker]', '[NONE]', '[vein, lateral structure]')","IAT Triplet:
instrument: [sucker], action: [NONE], tissue: [vein, lateral structure]

Feedback:
",Position the sucker near the vein and lateral structure for optimal fluid management.
"don't go too wide, right here is good",[NONE],[don't go too wide],[NONE],"('[NONE]', ""[don't go too wide]"", '[NONE]')","IAT Triplet:
instrument: [NONE], action: [don't go too wide], tissue: [NONE]

Feedback:
",Maintain precise movements.
sweep it off... start from where you know where the adenoma is and then just sweep it off,[NONE],"[sweep, start, sweep]",[NONE],"('[NONE]', '[sweep, start, sweep]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [sweep, start, sweep], tissue: [NONE]

Feedback:
",Begin sweeping motion.
"there's something bleeding at about 10 or 11 o'clock position underneath it, so look underneath and just control it now before",[NONE],"[look, control]",[bladder],"('[NONE]', '[look, control]', '[bladder]')","IAT Triplet:
instrument: [NONE], action: [look, control], tissue: [bladder]

Feedback:
",Control your view and focus on the bladder.
a little to the left like 10 o'clock underneath the flap,[NONE],"[move a little to the left, underneath]",[flap],"('[NONE]', '[move a little to the left, underneath]', '[flap]')","IAT Triplet:
instrument: [NONE], action: [move a little to the left, underneath], tissue: [flap]

Feedback:
","Move a little to the left, underneath the flap."
"okay, keep going",[NONE],[keep going],[NONE],"('[NONE]', '[keep going]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [keep going], tissue: [NONE]

Feedback:
",Continue with the current procedure.
"okay, go to the other side now",[NONE],[go],[NONE],"('[NONE]', '[go]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [go], tissue: [NONE]

Feedback:
",Proceed with caution and maintain awareness of the surgical field.
"see this? right where the sucker is, that's inside the prostate, here",[sucker],[NONE],[NONE],"('[sucker]', '[NONE]', '[NONE]')","IAT Triplet:
instrument: [sucker], action: [NONE], tissue: [NONE]

Feedback:
",Position the sucker for optimal fluid management.
"if you have to throw sutures in there, throw sutures in there... whatever needs to be done",[sutures],[throw sutures],[NONE],"('[sutures]', '[throw sutures]', '[NONE]')","IAT Triplet:
instrument: [sutures], action: [throw sutures], tissue: [NONE]

Feedback:
","Throw sutures precisely, ensuring alignment with the intended tissue."
zoom out and pull and bigger move,[NONE],"[zoom out, pull, move]",[NONE],"('[NONE]', '[zoom out, pull, move]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [zoom out, pull, move], tissue: [NONE]

Feedback:
",Zoom out and pull back slightly.
cinch it down,[NONE],[cinch down],[NONE],"('[NONE]', '[cinch down]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [cinch down], tissue: [NONE]

Feedback:
",Ensure secure tension while cinching.
"yup, turn",[NONE],[turn],[NONE],"('[NONE]', '[turn]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [turn], tissue: [NONE]

Feedback:
",Ensure smooth and controlled movements while turning.
round the stitch,[stitch],[round],[NONE],"('[stitch]', '[round]', '[NONE]')","IAT Triplet:
instrument: [stitch], action: [round], tissue: [NONE]

Feedback:
",Round the stitch carefully.
"oh nevermind, you can T it",[NONE],[T it],[epigastric vessel],"('[NONE]', '[T it]', '[epigastric vessel]')","IAT Triplet:
instrument: [NONE], action: [T it], tissue: [epigastric vessel]

Feedback:
",Ensure precise technique while addressing the epigastric vessel.
"good, cinch it down",[NONE],[cinch down],[NONE],"('[NONE]', '[cinch down]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [cinch down], tissue: [NONE]

Feedback:
","Cinch down carefully, ensuring secure placement."
"pull it down, yup, poke it and pull it down",[NONE],"[pull down, poke, pull down]",[NONE],"('[NONE]', '[pull down, poke, pull down]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [pull down, poke, pull down], tissue: [NONE]

Feedback:
",Clarify your actions and target tissue for precise guidance.
"pull your bottom stitch and show it to you, does that help you?",[stitch],[pull],[NONE],"('[stitch]', '[pull]', '[NONE]')","IAT Triplet:
instrument: [stitch], action: [pull], tissue: [NONE]

Feedback:
",Pull the stitch gently to maintain tension.
pull the bottom one,[NONE],[pull],[NONE],"('[NONE]', '[pull]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [pull], tissue: [NONE]

Feedback:
",Ensure controlled tension while pulling.
you got to learn how to turn,[NONE],[learn],[pelvic bone],"('[NONE]', '[learn]', '[pelvic bone]')","IAT Triplet:
instrument: [NONE], action: [learn], tissue: [pelvic bone]

Feedback:
",Focus on understanding the pelvic bone anatomy.
"yup, cinch it down",[NONE],[cinch down],[NONE],"('[NONE]', '[cinch down]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [cinch down], tissue: [NONE]

Feedback:
",Ensure secure cinching without excessive tension.
"okay, let's test",[NONE],[test],[NONE],"('[NONE]', '[test]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [test], tissue: [NONE]

Feedback:
",Clarify the action and tissue involved for accurate guidance.
"can you zoom in right here, where you tied your suture?","[camera, suture]",[zoom in],[peritoneum],"('[camera, suture]', '[zoom in]', '[peritoneum]')","IAT Triplet:
instrument: [camera, suture], action: [zoom in], tissue: [peritoneum]

Feedback:
",Zoom in on the peritoneum with the camera.
zoom in where you tied your suture,"[suture, camera]",[zoom in],[pelvic bone],"('[suture, camera]', '[zoom in]', '[pelvic bone]')","IAT Triplet:
instrument: [suture, camera], action: [zoom in], tissue: [pelvic bone]

Feedback:
",Zoom in on the pelvic bone with the camera.
"zoom in where you tied your suture, please","[suture, camera]",[zoom in],[NONE],"('[suture, camera]', '[zoom in]', '[NONE]')","IAT Triplet:
instrument: [suture, camera], action: [zoom in], tissue: [NONE]

Feedback:
",Zoom in with the camera for a clearer view.
", is that a gigantic suture? how much do you have some fluid in the bladder or no?",[suture],[NONE],[NONE],"('[suture]', '[NONE]', '[NONE]')","IAT Triplet:
instrument: [suture], action: [NONE], tissue: [NONE]

Feedback:
",Position the suture for the next step.
"get that, yup, yup",[NONE],[get],[NONE],"('[NONE]', '[get]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [get], tissue: [NONE]

Feedback:
",Clarify the target and instrument before proceeding.
", you got to learn how to turn the needle, that's fine on the bladder, but when you're suturing the kidney, you're going to rip right through it","[needle, sutures]","[learn, turn]",[NONE],"('[needle, sutures]', '[learn, turn]', '[NONE]')","IAT Triplet:
instrument: [needle, sutures], action: [learn, turn], tissue: [NONE]

Feedback:
",Turn the needle and sutures carefully.
"stop there. can we get a new stitch? I don't want the suture lines tied right over each other, okay?","[stitch, suture]","[stop, get, don't tie]",[pelvic bone],"('[stitch, suture]', ""[stop, get, don't tie]"", '[pelvic bone]')","IAT Triplet:
instrument: [stitch, suture], action: [stop, get, don't tie], tissue: [pelvic bone]

Feedback:
",Stop suturing near the pelvic bone.
so grab with your fourth arm,[4th arm],[grab],[NONE],"('[4th arm]', '[grab]', '[NONE]')","IAT Triplet:
instrument: [4th arm], action: [grab], tissue: [NONE]

Feedback:
",Use the 4th arm to stabilize or retract as needed.
can you pull up more?,[NONE],[pull up more],[NONE],"('[NONE]', '[pull up more]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [pull up more], tissue: [NONE]

Feedback:
",Adjust your approach to optimize visibility and access.
", for better traction, see if you can grab the stitch, your tied stitch with your fourth arm, instead of the... you know what I'm saying?","[stitch, fourth arm]",[grab],[NONE],"('[stitch, fourth arm]', '[grab]', '[NONE]')","IAT Triplet:
instrument: [stitch, fourth arm], action: [grab], tissue: [NONE]

Feedback:
",Use the fourth arm to grab the stitch securely.
let go of that,[NONE],[let go],[NONE],"('[NONE]', '[let go]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [let go], tissue: [NONE]

Feedback:
",Release the current hold.
"let go of that with your fourth arm, and then grab this stitch","[fourth arm, stitch]","[let go, grab]",[NONE],"('[fourth arm, stitch]', '[let go, grab]', '[NONE]')","IAT Triplet:
instrument: [fourth arm, stitch], action: [let go, grab], tissue: [NONE]

Feedback:
",Release the stitch with the fourth arm.
"it's harder to lift it up because of bladder swell, that's why, and then push it towards the feet",[NONE],[push],[NONE],"('[NONE]', '[push]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [push], tissue: [NONE]

Feedback:
",Ensure controlled movement while pushing.
"make sure you pull the stitch towards you, okay",[stitch],[pull],[NONE],"('[stitch]', '[pull]', '[NONE]')","IAT Triplet:
instrument: [stitch], action: [pull], tissue: [NONE]

Feedback:
",Pull the stitch gently to maintain tension.
yeah continue here,[NONE],[continue],[NONE],"('[NONE]', '[continue]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [continue], tissue: [NONE]

Feedback:
",Proceed with the current task.
get a little bit up there,[NONE],[get up],[NONE],"('[NONE]', '[get up]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [get up], tissue: [NONE]

Feedback:
",Adjust your posture for optimal control and visibility.
grab there,[NONE],[grab],[NONE],"('[NONE]', '[grab]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [grab], tissue: [NONE]

Feedback:
",Ensure the instrument is correctly positioned before grabbing.
nice,[NONE],[NONE],[anterior commissure],"('[NONE]', '[NONE]', '[anterior commissure]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [anterior commissure]

Feedback:
",Focus on the anterior commissure.
you see the sac is retracting,[NONE],[NONE],[prostate],"('[NONE]', '[NONE]', '[prostate]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [prostate]

Feedback:
",Focus on the prostate for the next step.
swipe that,[NONE],[swipe],[NONE],"('[NONE]', '[swipe]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [swipe], tissue: [NONE]

Feedback:
",Ensure the area is clear before proceeding with the next step.
"exactly, that's your plane, do you see it",[NONE],[NONE],[fossa],"('[NONE]', '[NONE]', '[fossa]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [fossa]

Feedback:
",Focus on the fossa for precise dissection.
stop,[NONE],[stop],[NONE],"('[NONE]', '[stop]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [stop], tissue: [NONE]

Feedback:
",Pause and reassess the situation.
you can grab the sack now,[graspers],[grab],[NONE],"('[graspers]', '[grab]', '[NONE]')","IAT Triplet:
instrument: [graspers], action: [grab], tissue: [NONE]

Feedback:
",Use graspers to secure the tissue gently.
now give him the sack,[NONE],[give],[NONE],"('[NONE]', '[give]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [give], tissue: [NONE]

Feedback:
",Clarify what you need to give.
exactly,[NONE],[NONE],[mucosa],"('[NONE]', '[NONE]', '[mucosa]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [mucosa]

Feedback:
",Focus on the mucosa for precise dissection.
go there,[NONE],[go],[inner mucosa],"('[NONE]', '[go]', '[inner mucosa]')","IAT Triplet:
instrument: [NONE], action: [go], tissue: [inner mucosa]

Feedback:
",Proceed to the inner mucosa carefully.
you can cut that,[NONE],[cut],[NONE],"('[NONE]', '[cut]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [cut], tissue: [NONE]

Feedback:
",Specify the instrument and tissue before proceeding with the cut.
you swipe there,[NONE],[swipe],[NONE],"('[NONE]', '[swipe]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [swipe], tissue: [NONE]

Feedback:
",Clarify the target tissue for the swipe action.
yeah,[NONE],[NONE],[mucosa],"('[NONE]', '[NONE]', '[mucosa]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [mucosa]

Feedback:
",Focus on the mucosa.
"no no no put it all in, cover it",[NONE],"[put, cover]",[NONE],"('[NONE]', '[put, cover]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [put, cover], tissue: [NONE]

Feedback:
",Ensure proper coverage with available instruments.
first you go and anchor the pelvic bone,[NONE],"[go, anchor]",[NONE],"('[NONE]', '[go, anchor]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [go, anchor], tissue: [NONE]

Feedback:
",Proceed to anchor securely.
and then after that you spread the mesh,[spreader],[spread],[NONE],"('[spreader]', '[spread]', '[NONE]')","IAT Triplet:
instrument: [spreader], action: [spread], tissue: [NONE]

Feedback:
",Use the spreader to gently open the area.
"put it inside the space, put it inside the peritineum",[NONE],"[put, put]",[NONE],"('[NONE]', '[put, put]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [put, put], tissue: [NONE]

Feedback:
",Clarify the action and target tissue before proceeding.
a few centimeters away from the hole,[NONE],[NONE],[bladder],"('[NONE]', '[NONE]', '[bladder]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [bladder]

Feedback:
",Focus on the bladder for the next step.
bring it to your right,[NONE],[bring right],[NONE],"('[NONE]', '[bring right]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [bring right], tissue: [NONE]

Feedback:
",Bring the right side into view.
exactly there,[NONE],[NONE],"[bladder, kidney]","('[NONE]', '[NONE]', '[bladder, kidney]')","IAT Triplet:
instrument: [NONE], action: [NONE], tissue: [bladder, kidney]

Feedback:
",Focus on the bladder and kidney for the next steps.
you go a liitle more,[NONE],[go more],[NONE],"('[NONE]', '[go more]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [go more], tissue: [NONE]

Feedback:
",Proceed with caution and ensure precise movements.
yup bipolar there,[bipolar],[NONE],[NONE],"('[bipolar]', '[NONE]', '[NONE]')","IAT Triplet:
instrument: [bipolar], action: [NONE], tissue: [NONE]

Feedback:
",Position the bipolar instrument for the next step.
"thats it, okay now close the peritineum",[NONE],[close],[peritoneum],"('[NONE]', '[close]', '[peritoneum]')","IAT Triplet:
instrument: [NONE], action: [close], tissue: [peritoneum]

Feedback:
",Close the peritoneum carefully.
"let me see one second, bring the mesh down",[NONE],[bring down],[NONE],"('[NONE]', '[bring down]', '[NONE]')","IAT Triplet:
instrument: [NONE], action: [bring down], tissue: [NONE]

Feedback:
",Proceed with the next step when ready.
"if you want you can put a suture there, i think itll be okay",[suture],[NONE],[NONE],"('[suture]', '[NONE]', '[NONE]')","IAT Triplet:
instrument: [suture], action: [NONE], tissue: [NONE]

Feedback:
",Prepare the suture for the next step.
