dialogue,timestamp,case,cvid,instrument,action,tissue
i would probably put another clip on the vein because it looks like,14:53:36,22,c22_s0_0-47-28.avi,[clip],[put another clip],[vein]
"and you can do the attending maneuver, protective maneuver and put your scissor over the nerve so that they have no way of clipping. i think i have been scarred in a prior life",14:53:45,22,c22_s0_0-47-37.avi,[scissor],"[do, put]",[NONE]
okay keep going,14:54:06,22,c22_s0_0-47-58.avi,[NONE],[keep going],[NONE]
so more retraction on that left hand,14:54:20,22,c22_s0_0-48-12.avi,[left hand],[Retract more],[NONE]
"more, dont be afraid here you cant really cause a lot of problems here",14:54:28,22,c22_s0_0-48-20.avi,[NONE],[do more],[NONE]
"ok so here I want to see a discrete packet, I don't see a discrete packet",14:54:55,22,c22_s0_0-48-47.avi,[NONE],[NONE],[NONE]
be careful you're not grabbing the nerve itself,14:55:01,22,c22_s0_0-48-53.avi,[NONE],[NONE],[nerve]
"okay so the trick here is to corticalize this thing, and its tricky because there's a lot of tissue",14:55:05,22,c22_s0_0-48-57.avi,[NONE],[corticalize that],[NONE]
can i take a look here,14:55:10,22,c22_s0_0-49-2.avi,[NONE],[NONE],[NONE]
what are you trying to do here? tell me what you're trying to here,15:30:25,22,c22_s0_1-24-17.avi,[NONE],[NONE],[NONE]
okay,15:30:33,22,c22_s0_1-24-25.avi,[NONE],[NONE],[NONE]
so start with a better grasp of your vas,15:30:36,22,c22_s0_1-24-28.avi,[graspers],[start],[vas deferens]
"so next time you let go, I would grab with your left hand because you lose all exposure. so now you are going to start from even further behind. so those two hands have to work together so you dont lose exposure",15:30:40,22,c22_s0_1-24-32.avi,[left hand],"[grab with left hand, start from further behind, work together]",[NONE]
this is going to be a much harder SV than the last one so dont feel bad,15:31:08,22,c22_s0_1-25-0.avi,[NONE],[NONE],[Seminal Vesicles]
so if you're going to advance don't let go of one hand and brace with the other hand,15:31:14,22,c22_s0_1-25-6.avi,"[left hand, right hand]","[advance, don't let go, brace]",[NONE]
"but you should be laser focused on just the ves, dont work anywhere else, stay on that one structure unless you dont think its the ves",15:31:23,22,c22_s0_1-25-15.avi,[NONE],"[be laser focused, don't work, stay]",[NONE]
thats the ves,15:31:33,22,c22_s0_1-25-25.avi,[NONE],[NONE],[Seminal Vesicles]
left ves yeah?,15:31:35,22,c22_s0_1-25-27.avi,[NONE],[NONE],[NONE]
just be laser focsued on that one structure,15:31:41,22,c22_s0_1-25-33.avi,[NONE],[be laser focused],[NONE]
uh huh,15:31:45,22,c22_s0_1-25-37.avi,[NONE],[NONE],[NONE]
"stay medial, everythings medial, work medial first",15:31:48,22,c22_s0_1-25-40.avi,[NONE],"[stay medial, work medial]",[NONE]
your instruments are colliding with eachother,15:31:55,22,c22_s0_1-25-47.avi,[instruments],[NONE],[NONE]
dont rip these things out man,15:32:00,22,c22_s0_1-25-52.avi,[NONE],[rip],[NONE]
open that space up,15:32:04,22,c22_s0_1-25-56.avi,[NONE],[open],[NONE]
lets see,15:32:08,22,c22_s0_1-26-0.avi,[NONE],[NONE],[NONE]
uh huh don't be afraid to sweep there,15:32:37,22,c22_s0_1-26-29.avi,[NONE],[sweep],[NONE]
keep going,15:32:40,22,c22_s0_1-26-32.avi,[NONE],[keep going],[NONE]
okay left hand has to be effective okay?,15:33:00,22,c22_s0_1-26-52.avi,[left hand],[NONE],[NONE]
"its not effective, you arent grabbing anything",15:33:03,22,c22_s0_1-26-55.avi,[graspers],[NONE],[NONE]
"everything's falling off your hands, don't let it fall",15:33:08,22,c22_s0_1-27-0.avi,[NONE],[dont let it fall],[NONE]
I want you to be right on the medial aspect of the left __,15:33:17,22,c22_s0_1-27-9.avi,[NONE],[be right],[NONE]
I don't like your jaws like that,15:33:23,22,c22_s0_1-27-15.avi,[jaws],[NONE],[NONE]
"you're not on it, there's still a layer of tissue",15:33:30,22,c22_s0_1-27-22.avi,[NONE],[NONE],[tissue]
mmk,15:34:07,22,c22_s0_1-27-59.avi,[NONE],[NONE],[NONE]
okay so open that up,15:34:10,22,c22_s0_1-28-2.avi,[NONE],[open],[NONE]
it looks better now,15:34:20,22,c22_s0_1-28-12.avi,[NONE],[NONE],[NONE]
"can you deliver more of your ves, pull it up more",15:34:23,22,c22_s0_1-28-15.avi,[NONE],[pull up more],[NONE]
"I'm not asking you to pull harder, I'm asking you to get more of it out",15:34:39,22,c22_s0_1-28-31.avi,[NONE],[get more out],[NONE]
"advance, advance",15:34:45,22,c22_s0_1-28-37.avi,[NONE],[advance],[NONE]
lets clean off the tissue off the ves,15:34:49,22,c22_s0_1-28-41.avi,[NONE],[clean],"[tissue, ves (Seminal Vesicles)]"
im not sure if you have the ves there honestly,15:34:51,22,c22_s0_1-28-43.avi,[NONE],[NONE],[NONE]
this ones not easy just to be fair,15:35:05,22,c22_s0_1-28-57.avi,[NONE],[NONE],[NONE]
"i cant tell what we are doing here, im not super convinced",15:35:15,22,c22_s0_1-29-7.avi,[NONE],[NONE],[NONE]
thats a vessel so buzz the other end,15:35:32,22,c22_s0_1-29-24.avi,[NONE],[buzz],[vessel]
"the downside, the downside",15:35:40,22,c22_s0_1-29-32.avi,[NONE],[NONE],[NONE]
you see it in there?,15:35:42,22,c22_s0_1-29-34.avi,[NONE],[NONE],[NONE]
ok keep working,15:35:44,22,c22_s0_1-29-36.avi,[NONE],[keep working],[NONE]
"another opening, you see another opening in there?",15:35:46,22,c22_s0_1-29-38.avi,[NONE],[NONE],[NONE]
buzz it,15:35:49,22,c22_s0_1-29-41.avi,[electrocautery],[buzz],[NONE]
those things if you don't take care of now when you are done it will sink away and its gonna bleed,15:35:51,22,c22_s0_1-29-43.avi,[NONE],[NONE],[NONE]
the problem is I think you have a lot of tissue thats not the SV,15:36:07,22,c22_s0_1-29-59.avi,[NONE],[NONE],"[tissue, Seminal Vesicles]"
im going to take a look okay?,15:36:17,22,c22_s0_1-30-9.avi,[NONE],[NONE],[NONE]
sweep off the surface of the SV,15:37:43,22,c22_s0_1-31-35.avi,[NONE],[sweep off],[Seminal Vesicles]
"there you go, thats good, much better",15:37:49,22,c22_s0_1-31-41.avi,[NONE],[NONE],[NONE]
and that thing needs to get burned or something,15:37:54,22,c22_s0_1-31-46.avi,[NONE],[burn that],[NONE]
"you're allowed two sweeps, if it doesn't go you got to do something different. thats a vessel you got to burn it",15:37:55,22,c22_s0_1-31-47.avi,[NONE],"[sweep, do something different, burn]",[vessel]
and then since you've released more tissue you can probably move your fourth arm also to account for that,15:38:20,22,c22_s0_1-32-12.avi,[fourth arm],[MOVE],[tissue]
no so i would grab the tip side,15:38:38,22,c22_s0_1-32-30.avi,[NONE],[grab],[NONE]
dont rip it though,15:38:43,22,c22_s0_1-32-35.avi,[NONE],[rip carefully],[NONE]
mhm,15:38:58,22,c22_s0_1-32-50.avi,[NONE],[NONE],[NONE]
dont rip that,15:39:06,22,c22_s0_1-32-58.avi,[NONE],[rip],[NONE]
ok,15:39:15,22,c22_s0_1-33-7.avi,[NONE],[NONE],[NONE]
ok,15:39:25,22,c22_s0_1-33-17.avi,[NONE],[NONE],[NONE]
let me do the other side,15:39:30,22,c22_s0_1-33-22.avi,[NONE],[NONE],[NONE]
so your angle is already not good,16:37:19,22,c22_s0_2-31-11.avi,[NONE],[NONE],[NONE]
open out a little bit more,16:37:30,22,c22_s0_2-31-22.avi,[NONE],[open out a little bit more],[NONE]
look here,16:37:38,22,c22_s0_2-31-30.avi,[NONE],[look],[NONE]
thats okay,16:37:53,22,c22_s0_2-31-45.avi,[NONE],[NONE],[NONE]
dont go too far,16:37:57,22,c22_s0_2-31-49.avi,[NONE],[don't go too far],[NONE]
okay go mhm take it,16:38:10,22,c22_s0_2-32-2.avi,[NONE],"[go, take]",[NONE]
uh huh good,16:38:21,22,c22_s0_2-32-13.avi,[NONE],[NONE],[NONE]
good rotation but you should've accounted for that you should've locked. be mindful,16:38:30,22,c22_s0_2-32-22.avi,[NONE],"[lock, be mindful]",[NONE]
"careful, I don't like the tension on the needle. it will break off then you will have to buy a new one and it's a hundred dollars per stitch",16:38:46,22,c22_s0_2-32-38.avi,"[needle, stitch]",[be careful],[NONE]
you're getting tangled up in your suture a little bit,16:39:37,22,c22_s0_2-33-29.avi,[suture],[NONE],[NONE]
you're doing it again your left hand has to grab over the suture,16:39:46,22,c22_s0_2-33-38.avi,"[left hand, suture]",[grab over],[NONE]
"let it fall good, grab it from there",16:39:56,22,c22_s0_2-33-48.avi,[NONE],"[let it fall, grab]",[NONE]
then cinch,16:40:02,22,c22_s0_2-33-54.avi,[NONE],[cinch],[NONE]
"thats fine, perpendicular but dont strangulate",16:40:08,22,c22_s0_2-34-0.avi,[NONE],"[perpendicular, don't strangulate]",[NONE]
one more stitch here and then we will go to the other side,16:40:16,22,c22_s0_2-34-8.avi,[stitch],[NONE],[NONE]
good,16:40:34,22,c22_s0_2-34-26.avi,[NONE],[NONE],[NONE]
yup,16:40:38,22,c22_s0_2-34-30.avi,[NONE],[NONE],[NONE]
"thats fine, as long as you have a little bit of mucosa thats fine",16:40:42,22,c22_s0_2-34-34.avi,[NONE],[NONE],[mucosa]
"watch your suture, you don't want that to touch the camera lens. if you smudge your camera you will lose your console time",16:40:45,22,c22_s0_2-34-37.avi,"[suture, camera]","[watch, avoid touching, avoid smudging]",[NONE]
"don't bother cinching here, keep going, you're going to cinch on the other side",16:41:05,22,c22_s0_2-34-57.avi,[NONE],"[don't cinch, keep going, cinch]",[NONE]
you see how the tip of your grasper is basically stabbing into the urethra. thats pretty traumatic....,16:41:52,22,c22_s0_2-35-44.avi,[grasper],[NONE],[urethra]
why not,16:42:26,22,c22_s0_2-36-18.avi,[NONE],[NONE],[NONE]
cinch it,16:42:30,22,c22_s0_2-36-22.avi,[NONE],[cinch],[NONE]
"that only makes sense if you have a very narrow closing, might as well take care of this",16:42:38,22,c22_s0_2-36-30.avi,[NONE],[NONE],[NONE]
this first one you have to travel a little bit,16:43:23,22,c22_s0_2-37-15.avi,[NONE],[travel a little bit],[NONE]
lets go,16:43:30,22,c22_s0_2-37-22.avi,[NONE],[NONE],[NONE]
yeah,16:43:37,22,c22_s0_2-37-29.avi,[NONE],[NONE],[NONE]
"again, keep your camera clean dont let it smudge",16:43:45,22,c22_s0_2-37-37.avi,[camera],"[keep, don't let]",[NONE]
"so your suture management is already not good, you have to do something",16:43:50,22,c22_s0_2-37-42.avi,[suture],[NONE],[NONE]
here,16:44:05,22,c22_s0_2-37-57.avi,[NONE],[NONE],[NONE]
"do you think you have mucosa here, I dont think you do",16:45:38,22,c22_s0_2-39-30.avi,[NONE],[NONE],[mucosa]
i think you need to go a little bit deeper,16:45:46,22,c22_s0_2-39-38.avi,[NONE],[go deeper],[NONE]
the white is the mucosa,16:45:52,22,c22_s0_2-39-44.avi,[NONE],[NONE],[mucosa]
"you need to be able to see, your instrument is completely blocking so you have no idea what you're doing",16:45:58,22,c22_s0_2-39-50.avi,[NONE],[NONE],[NONE]
"again you just stabbed that thing all the way through, so don't do that, and there was no wrist rotation there",16:46:10,22,c22_s0_2-40-2.avi,[NONE],"[don't stab, rotate wrist]",[NONE]
"again 90 degrees, cinch from 90 degrees",16:46:56,22,c22_s0_2-40-48.avi,[NONE],[NONE],[NONE]
"you are going straight up, the urethra is a circular structure right?",16:47:05,22,c22_s0_2-40-57.avi,[NONE],[NONE],[urethra]
what's the issue here? what happened here?,16:47:20,22,c22_s0_2-41-12.avi,[NONE],[NONE],[NONE]
okay hold on let me see,16:47:35,22,c22_s0_2-41-27.avi,[NONE],[NONE],[NONE]
"look at your controllers, you are too close to here, push them back a little bit",16:48:59,22,c22_s0_2-42-51.avi,[NONE],"[look, push back]",[NONE]
"to save yourself this re grab, when you grab your needle for the first time, act like you know what your next bite is going to be. does that make sense?",16:49:21,22,c22_s0_2-43-13.avi,[needle],[act like you know],[NONE]
"good, take it",16:49:42,22,c22_s0_2-43-34.avi,[NONE],[take],[NONE]
"if you go slow enough, there's no momentum. and these are tapered needles. they are not going to go through very easily.....",16:49:46,22,c22_s0_2-43-38.avi,[needles],[NONE],[NONE]
"better this time, no more stabbing",16:50:40,22,c22_s0_2-44-32.avi,[NONE],[NONE],[NONE]
"but see its already through, you just need to pluck it on the other side. you just need to have just enough to pluck it",16:50:48,22,c22_s0_2-44-40.avi,[NONE],[pluck],[NONE]
turn turn turn,16:50:54,22,c22_s0_2-44-46.avi,[NONE],[turn],[NONE]
make sure you do a really good job cinching here,16:51:11,22,c22_s0_2-45-3.avi,[NONE],[cinch],[NONE]
"don't strangulate, don't strangulate",16:51:52,22,c22_s0_2-45-44.avi,[NONE],"[strangulate, strangulate]",[NONE]
let me see,16:51:56,22,c22_s0_2-45-48.avi,[NONE],[NONE],[NONE]
"see you are going so slow, you barely can poke through the tissue, you have to have a little bit more momentum",16:57:58,22,c22_s0_2-51-50.avi,[NONE],[go faster],[tissue]
"oh that's a huge bite, that's a huge bite, where are you even coming from",16:58:29,22,c22_s0_2-52-21.avi,[NONE],[NONE],[NONE]
"take less, thats way too much",16:58:39,22,c22_s0_2-52-31.avi,[NONE],[take less],[NONE]
"that did not fix anything, its still coming out from the same spot",16:58:42,22,c22_s0_2-52-34.avi,[NONE],[NONE],[NONE]
"you're in the middle of the tissue, so by relaxing and doing it again you're going to still come out in the same spot",16:58:52,22,c22_s0_2-52-44.avi,[NONE],"[relax, do again]",[NONE]
"try again, so in these places where you have to turn very tightly, hold the needle at the halfway point. that way you can do a tight turn",16:59:07,22,c22_s0_2-52-59.avi,[needle],"[try again, hold]",[NONE]
be careful man,16:59:21,22,c22_s0_2-53-13.avi,[NONE],[NONE],[NONE]
you're fighting with your other hand,16:59:28,22,c22_s0_2-53-20.avi,"[left hand, right hand]",[NONE],[NONE]
"you're stabbing through the tissue again, hold on stop stop stop do you have any idea where the tip of your graspers is?",16:59:40,22,c22_s0_2-53-32.avi,[graspers],"[hold on, stop]",[tissue]
lets go turn turn turn,16:59:54,22,c22_s0_2-53-46.avi,[NONE],[turn],[NONE]
does that make sense? so thats your biggest offense repeatedly is that your shoving the tip of yoru needle driver into the tissue. if you cant do it all in one you can reposition,16:59:59,22,c22_s0_2-53-51.avi,[needle driver],[reposition],[tissue]
"let go of the needle, you need to be aware of where the suture is where the needle is, all that good stuff. lets go",17:00:20,22,c22_s0_2-54-12.avi,"[needle, suture]","[let go, be aware]",[NONE]
"i think you can UA back, see what that looks like when you do it back",17:00:40,22,c22_s0_2-54-32.avi,[NONE],"[UA back, see]",[NONE]
what are you doing?,17:01:05,22,c22_s0_2-54-57.avi,[NONE],[NONE],[NONE]
"again if you need to do a sharp turn grab the needle closer, and you're going to run out of the needle you can always let go.",17:01:30,22,c22_s0_2-55-22.avi,[needle],"[grab closer, let go]",[NONE]
"okay that's fine, just take that and throw it back into the...",17:01:50,22,c22_s0_2-55-42.avi,[NONE],"[take, throw]",[NONE]
"there's not much wrist rotation there, alright",17:02:02,22,c22_s0_2-55-54.avi,[NONE],[NONE],[NONE]
again I dont like the shoving the tip in,17:02:22,22,c22_s0_2-56-14.avi,[NONE],[NONE],[NONE]
don't pull too hard there okay because if you pull hard enough it will fall right through and you will have a hole in your urethra,17:03:03,22,c22_s0_2-56-55.avi,[NONE],[don't pull too hard],[urethra]
did that make sense,17:03:15,22,c22_s0_2-57-7.avi,[NONE],[NONE],[NONE]
maybe not,17:03:20,22,c22_s0_2-57-12.avi,[NONE],[NONE],[NONE]
did that make sense ?,17:03:23,22,c22_s0_2-57-15.avi,[NONE],[NONE],[NONE]
break your die stitch,17:03:38,22,c22_s0_2-57-30.avi,[stitch],[break],[NONE]
thats not how you break a stitch man,17:03:51,22,c22_s0_2-57-43.avi,[stitch],[NONE],[NONE]
how do you break a stitch?,17:03:53,22,c22_s0_2-57-45.avi,[stitch],[NONE],[NONE]
"no, let me show you",17:03:56,22,c22_s0_2-57-48.avi,[NONE],[NONE],[NONE]
teach you once and you'll always remember,17:04:03,22,c22_s0_2-57-55.avi,[NONE],[NONE],[NONE]
How's it going boss?,15:30:35,23,c23_s0_0-9-37.avi,[NONE],[NONE],[NONE]
you need help?,15:30:50,23,c23_s0_0-9-52.avi,[NONE],[NONE],[NONE]
help?,15:30:53,23,c23_s0_0-9-55.avi,[NONE],[NONE],[NONE]
"yeah I scrub in, i'll hold the robot for you?",15:30:55,23,c23_s0_0-9-57.avi,[NONE],[NONE],[NONE]
How's it going?,15:34:22,23,c23_s0_0-13-24.avi,[NONE],[NONE],[NONE]
oh wow,15:34:27,23,c23_s0_0-13-29.avi,[NONE],[NONE],[NONE]
yes,15:34:32,23,c23_s0_0-13-34.avi,[NONE],[NONE],[NONE]
that's a whole bowel up there,15:35:33,23,c23_s0_0-14-35.avi,[NONE],[NONE],[bowel]
we can cheat a little bit down there,15:36:27,23,c23_s0_0-15-29.avi,[NONE],[NONE],[NONE]
this is midline,15:38:35,23,c23_s0_0-17-37.avi,[NONE],[NONE],[NONE]
this is midline,15:38:37,23,c23_s0_0-17-39.avi,[NONE],[NONE],[NONE]
"you are looking at the midline, and all these attachments are on the midline",15:38:43,23,c23_s0_0-17-45.avi,[NONE],[NONE],[NONE]
you're gong to talk them all out yes,15:38:45,23,c23_s0_0-17-47.avi,[NONE],[NONE],[NONE]
"go a little higher at the abdominal wall maybe, its just a midline incisicion",15:38:58,23,c23_s0_0-18-0.avi,[NONE],[go higher],"[abdominal wall, midline incision]"
we have a catheter and we are going to fill the catheter a bit to see the bladder,15:39:29,23,c23_s0_0-18-31.avi,[catheter],[NONE],"[catheter, bladder]"
i even dont see it,15:39:56,23,c23_s0_0-18-58.avi,[NONE],[NONE],[NONE]
where is the bowel?,15:42:02,23,c23_s0_0-21-4.avi,[NONE],[NONE],[bowel]
you should be very careful because you don't have assistant,15:42:05,23,c23_s0_0-21-7.avi,[NONE],[NONE],[NONE]
you should be right at that bowel wall,15:42:11,23,c23_s0_0-21-13.avi,[NONE],[NONE],[bowel wall]
hold on hold on is this the stoma?,15:42:34,23,c23_s0_0-21-36.avi,[NONE],[NONE],[NONE]
yeah,15:42:35,23,c23_s0_0-21-37.avi,[NONE],[NONE],[NONE]
this is ileostomy,15:42:41,23,c23_s0_0-21-43.avi,[NONE],[NONE],[ileostomy]
can we see that to make sure,15:42:46,23,c23_s0_0-21-48.avi,[NONE],[NONE],[NONE]
we might need to put some ports in to help you,15:43:15,23,c23_s0_0-22-17.avi,[NONE],[NONE],[NONE]
the midline was to your left remember?,15:43:28,23,c23_s0_0-22-30.avi,[NONE],[NONE],[NONE]
this is what I meant was the midline,15:43:34,23,c23_s0_0-22-36.avi,[NONE],[NONE],[NONE]
do you need assistance at this point or are you good?,15:45:15,23,c23_s0_0-24-17.avi,[NONE],[NONE],[NONE]
uh huh,15:45:20,23,c23_s0_0-24-22.avi,[NONE],[NONE],[NONE]
